squareMeters,numberOfRooms,hasYard,hasPool,floors,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,garage,hasStorageRoom,price
24390,4,1,0,44,9,1992,0,0,7295,235,0,"$2,446,317.20"
75890,10,0,1,59,5,2001,0,1,270,744,0,"$7,597,786.10"
29220,2,0,1,59,6,1994,1,0,391,706,0,"$2,929,116.40"
72433,10,1,1,18,7,2001,0,0,6995,276,1,"$7,250,644.10"
57467,4,0,0,64,3,1993,0,0,661,600,1,"$5,749,361.30"
81482,2,1,0,9,7,1997,0,0,2265,281,0,"$8,153,070.70"
61346,4,0,1,52,10,2009,0,1,7427,207,1,"$6,141,452.90"
80915,3,1,1,67,6,1992,1,1,5351,569,0,"$8,104,297.20"
65479,3,0,1,35,5,2000,0,1,9347,460,0,"$6,552,454.00"
48302,9,1,0,13,9,2017,0,0,9855,543,1,"$4,833,604.70"
76690,1,1,1,99,1,1990,1,1,611,181,1,"$7,682,267.00"
14447,1,0,1,23,8,2002,0,0,5371,965,0,"$1,448,447.20"
24213,7,1,1,93,7,1994,1,0,1561,653,0,"$2,431,969.40"
1843,5,1,1,3,7,2007,1,1,1313,706,0,"$189,919.70"
78183,3,1,1,86,9,2007,0,1,8682,748,1,"$7,829,898.70"
99323,7,0,1,28,7,2018,0,0,6346,280,1,"$9,939,399.80"
67491,5,0,0,57,7,2007,1,0,1253,254,1,"$6,750,826.70"
2588,6,1,0,69,5,2016,0,0,7247,987,0,"$267,798.60"
76635,7,1,1,1,5,1999,0,0,981,949,1,"$7,669,791.90"
45070,6,0,0,92,9,1997,1,0,1333,885,1,"$4,510,977.70"
62381,9,1,0,44,4,2003,1,0,1809,734,1,"$6,243,323.30"
98543,10,1,0,44,3,1992,0,1,2955,661,0,"$9,860,222.20"
13972,3,0,0,8,2,2009,0,0,1477,952,1,"$1,397,748.90"
71567,1,0,1,94,8,1992,0,0,5968,985,0,"$7,166,917.20"
36804,4,0,0,12,8,1996,0,0,6951,594,1,"$3,681,839.60"
21297,8,1,1,14,3,1995,1,1,8198,111,0,"$2,136,801.50"
9950,7,1,0,69,10,2012,0,1,3156,174,0,"$1,000,736.20"
3661,2,1,1,24,8,2007,1,0,6186,613,0,"$372,556.70"
88102,9,1,0,70,3,2016,1,0,7245,496,1,"$8,821,018.60"
72596,7,0,0,90,6,2015,1,0,9595,156,1,"$7,262,781.50"
70763,1,1,0,38,4,2015,1,0,7098,484,0,"$7,082,373.50"
12002,8,0,0,41,8,1995,1,0,1718,867,1,"$1,203,664.50"
26146,8,0,1,98,9,2011,1,1,2060,680,1,"$2,627,462.10"
13716,4,0,1,98,8,1990,0,1,5967,911,0,"$1,382,883.00"
23281,2,1,1,52,10,2020,1,1,3681,422,1,"$2,339,782.00"
3824,1,1,1,9,6,2019,0,1,3191,305,0,"$386,574.90"
56086,6,1,0,46,2,2021,0,1,2853,863,0,"$5,615,576.10"
19014,6,1,0,89,2,1999,0,0,3330,550,0,"$1,912,984.90"
80808,6,1,0,1,5,2004,0,0,3879,434,0,"$8,085,990.40"
83602,2,0,1,2,7,1991,1,0,8993,496,1,"$8,365,162.10"
99767,4,0,1,79,8,2018,1,0,520,495,1,"$9,985,836.80"
60675,5,1,0,51,7,2002,1,0,5953,260,0,"$6,075,733.20"
20210,9,1,0,78,8,2007,1,0,2811,218,0,"$2,029,228.70"
28694,8,0,0,20,3,1991,1,1,3206,310,1,"$2,870,499.10"
45521,1,0,0,32,9,1991,1,1,8643,670,0,"$4,554,205.10"
55727,6,0,0,77,5,2016,0,0,5811,183,0,"$5,574,845.60"
17307,1,1,0,66,8,2006,1,1,2317,692,0,"$1,740,869.60"
86474,2,0,0,33,6,2004,0,0,1928,220,0,"$8,649,993.40"
6012,9,1,0,38,7,2013,1,0,392,423,0,"$607,323.30"
6617,5,0,0,38,4,2010,1,1,7115,248,0,"$663,333.00"
34061,3,0,0,90,1,1993,0,0,1616,534,1,"$3,407,529.30"
12881,4,1,0,68,5,2006,0,1,8654,920,1,"$1,293,712.60"
48458,10,1,0,72,6,2002,1,1,5447,308,0,"$4,851,198.20"
89618,1,1,0,36,6,2006,0,1,4321,752,1,"$8,969,519.60"
10369,10,1,0,68,10,1999,0,0,9629,383,0,"$1,044,857.90"
21865,1,0,1,79,5,1993,0,0,2324,932,1,"$2,191,960.30"
30817,6,0,0,63,3,2013,0,0,2444,961,1,"$3,086,005.30"
8808,7,1,0,37,10,1998,1,1,9287,416,0,"$888,730.80"
16006,7,1,1,26,10,1990,1,0,3565,405,1,"$1,610,901.00"
70517,1,0,0,1,6,2002,0,1,9373,184,1,"$7,052,408.20"
55592,1,0,1,10,6,2021,0,0,7719,372,1,"$5,564,877.10"
10978,10,0,1,55,9,2015,0,1,9798,481,1,"$1,103,882.50"
94388,3,1,0,81,8,1996,1,0,7739,741,0,"$9,446,167.60"
18041,3,1,0,99,8,2006,1,0,1064,221,1,"$1,817,658.60"
18220,2,0,1,97,4,2013,1,0,2604,838,1,"$1,833,031.30"
39342,2,1,1,84,7,1994,0,1,1003,385,1,"$3,946,165.40"
66570,4,0,0,2,10,2008,1,1,2628,754,1,"$6,657,976.80"
34592,6,0,1,33,7,1994,1,0,7356,264,1,"$3,465,076.40"
38700,3,1,1,26,7,1996,0,1,5100,956,1,"$3,880,396.60"
32060,1,0,1,97,9,2017,0,1,9618,814,0,"$3,211,741.70"
8305,1,0,0,83,9,2001,0,1,1648,766,0,"$838,488.10"
40080,4,0,0,82,8,2018,0,0,5973,484,0,"$4,011,225.80"
89335,7,1,1,54,2,2004,0,1,9808,425,0,"$8,938,823.40"
78546,4,0,1,84,6,1991,0,1,978,530,1,"$7,864,949.10"
50066,5,0,1,67,5,1998,0,1,8716,465,0,"$5,015,729.80"
37008,2,1,1,75,3,2013,1,0,309,463,0,"$3,708,694.30"
32876,4,1,1,32,9,2008,1,1,3289,121,0,"$3,299,047.80"
98266,10,1,1,42,10,1990,1,1,6293,1000,0,"$9,838,529.00"
53665,1,1,1,81,3,2002,1,0,1788,204,1,"$5,379,979.20"
33469,2,1,1,91,7,2016,0,0,6871,293,0,"$3,362,757.60"
42578,1,1,1,23,8,2013,1,0,6690,964,1,"$4,264,812.30"
64329,7,1,0,44,5,2019,0,1,7313,634,1,"$6,436,473.90"
29512,1,0,1,26,8,2012,1,1,6556,170,0,"$2,955,396.20"
241,4,0,1,50,6,2013,0,1,4070,962,0,"$29,643.30"
32709,4,1,1,80,3,2006,0,1,2548,162,0,"$3,284,181.60"
29271,3,0,1,98,3,2021,1,1,3470,429,0,"$2,938,810.10"
15542,3,0,0,27,7,1996,0,0,563,615,0,"$1,556,824.60"
94951,1,0,1,80,4,2014,1,1,4121,261,1,"$9,498,811.40"
12296,9,1,0,45,10,2008,1,1,1449,127,1,"$1,233,872.80"
42390,5,0,0,96,1,2001,0,0,7796,462,1,"$4,245,306.10"
2157,3,0,0,93,4,2021,0,0,5209,799,0,"$222,104.10"
70576,3,1,0,7,7,2013,0,0,6411,684,1,"$7,061,024.30"
22232,7,0,1,52,9,2005,1,1,135,882,1,"$2,230,267.50"
31368,1,1,0,86,5,2007,1,1,6510,682,1,"$3,142,605.70"
2713,1,0,0,19,5,2000,1,1,3827,880,1,"$273,858.00"
40939,7,1,0,6,7,2017,0,1,9386,956,0,"$4,097,363.70"
84892,6,0,0,46,10,2007,0,1,271,556,1,"$8,492,982.70"
43332,10,0,1,24,5,2002,0,1,9557,321,0,"$4,336,691.20"
39445,1,0,0,66,5,1990,1,1,1391,992,0,"$3,947,777.00"
82032,6,1,0,64,10,2004,0,0,6972,883,1,"$8,209,534.40"
813,1,0,1,15,2,1998,1,0,4226,633,0,"$84,647.80"
43432,8,0,1,34,4,2010,1,0,2077,377,0,"$4,347,238.00"
80988,1,0,1,57,10,2015,0,1,8135,321,1,"$8,104,253.50"
99444,9,1,0,60,4,2021,1,0,5643,834,0,"$9,947,284.10"
37618,3,0,0,45,3,2008,0,1,3892,638,1,"$3,766,350.80"
63973,4,1,0,78,10,2002,0,1,6770,937,1,"$6,405,935.20"
99107,4,0,1,65,4,2018,0,1,5522,194,1,"$9,916,550.80"
71519,3,0,1,80,8,2012,0,0,9982,800,1,"$7,156,303.20"
91841,8,0,0,14,2,2011,0,1,8782,955,0,"$9,185,367.10"
28467,7,1,1,70,6,2019,0,0,4314,658,1,"$2,855,561.90"
77075,10,1,0,11,10,2002,1,1,1768,430,0,"$7,713,855.20"
91776,10,0,0,72,1,2001,1,1,1303,712,1,"$9,184,100.10"
69948,3,1,1,59,3,2017,0,0,5632,301,0,"$7,006,951.70"
68593,3,1,1,65,3,2021,0,1,5603,540,1,"$6,867,934.10"
56774,2,1,0,23,4,1995,1,0,5989,469,0,"$5,682,955.50"
84577,4,0,1,64,7,1991,1,0,9411,400,0,"$8,467,175.10"
78835,10,0,0,84,6,2002,1,1,1071,771,0,"$7,887,862.20"
59073,9,0,1,38,5,2003,1,0,8036,303,1,"$5,909,662.30"
6704,3,1,1,59,10,2012,1,1,7171,822,1,"$682,123.20"
20968,6,1,0,6,6,1992,1,0,3747,656,1,"$2,100,783.20"
64244,6,1,0,82,9,2021,1,1,5461,426,0,"$6,435,074.10"
54133,8,0,1,89,3,1993,1,0,2192,195,0,"$5,426,671.30"
90842,8,1,1,25,6,1995,0,0,3501,152,0,"$9,092,168.50"
51780,10,0,0,88,8,2021,0,0,540,879,0,"$5,184,160.10"
38722,3,1,0,22,5,2008,1,0,4316,738,0,"$3,876,450.80"
51127,5,1,0,66,2,1996,0,0,391,127,0,"$5,119,947.60"
31802,8,0,0,80,3,1990,0,1,3049,476,1,"$3,184,469.00"
26770,7,1,1,69,8,2016,1,0,6924,940,1,"$2,687,139.60"
63839,7,1,1,2,6,2019,0,1,6200,302,0,"$6,389,327.90"
56181,3,0,1,98,4,1996,0,0,4581,953,0,"$5,630,006.60"
91757,4,0,0,78,4,2012,1,1,5258,628,0,"$9,182,239.20"
54200,7,0,0,43,5,2010,1,1,9853,869,0,"$5,423,195.00"
29788,5,0,0,68,3,2011,1,1,6551,782,0,"$2,983,377.10"
29180,9,1,0,1,8,1999,0,0,3218,753,1,"$2,923,248.90"
30630,10,0,1,65,5,1996,0,0,2190,965,1,"$3,072,463.60"
81114,3,0,1,89,2,2007,1,0,1629,813,0,"$8,118,084.70"
96016,9,0,1,35,4,1998,0,1,269,300,1,"$9,605,401.80"
8977,7,0,1,62,3,2014,0,0,5865,250,1,"$905,963.40"
92508,9,0,0,88,7,2006,1,1,1551,271,1,"$9,257,332.60"
38804,3,1,0,45,2,2000,0,0,5441,925,0,"$3,885,083.00"
34830,10,1,0,85,4,2003,1,0,3930,833,1,"$3,488,181.30"
48540,1,0,0,27,5,2016,1,1,5751,489,1,"$4,856,286.60"
25680,5,1,0,11,8,2009,0,1,8681,829,1,"$2,573,981.90"
73224,2,0,0,74,3,2021,1,1,7771,941,0,"$7,330,502.10"
29589,4,1,1,76,1,2006,1,0,3703,130,0,"$2,973,362.60"
96469,9,1,0,13,9,1994,0,0,7532,416,0,"$9,651,382.40"
35039,8,0,1,22,2,1994,0,1,2052,979,1,"$3,511,457.40"
99592,3,1,0,61,5,1997,1,1,9635,360,1,"$9,963,329.70"
70433,2,1,0,1,8,2018,0,0,3499,160,0,"$7,045,037.80"
73644,8,0,0,7,4,1998,0,0,4485,345,0,"$7,365,392.80"
77211,7,0,1,84,9,2006,0,1,5620,554,1,"$7,725,844.60"
36429,8,0,1,29,7,2019,1,0,9275,152,0,"$3,651,244.90"
90334,7,1,0,6,1,1990,1,1,2390,413,1,"$9,037,622.00"
51993,10,1,1,33,10,2013,0,1,7531,891,0,"$5,208,507.30"
44476,5,0,1,13,10,2013,0,0,9906,101,0,"$4,450,503.30"
31661,7,0,0,18,5,2020,1,1,7968,249,1,"$3,168,722.00"
68275,7,0,1,54,6,2020,1,0,3586,104,1,"$6,833,270.00"
85429,9,1,1,57,6,2016,1,1,1421,405,0,"$8,553,293.60"
90162,5,1,1,27,4,1992,1,0,2569,909,1,"$9,023,922.20"
81619,4,1,1,70,5,2014,0,1,1562,478,0,"$8,173,020.40"
65324,2,0,1,8,6,2009,0,0,9016,549,0,"$6,538,401.90"
4368,2,0,1,29,8,2021,1,0,4055,713,1,"$443,641.10"
24525,6,0,1,73,8,2009,0,0,154,445,0,"$2,461,959.90"
20949,4,1,1,22,8,2013,0,0,3137,747,0,"$2,102,983.30"
23609,8,0,0,68,8,2017,1,1,6808,468,0,"$2,364,571.70"
68084,4,0,0,8,3,2009,0,1,9896,158,0,"$6,809,686.90"
73406,9,1,0,75,6,2007,0,1,6128,915,0,"$7,351,988.70"
50638,6,1,0,54,5,2016,0,0,4071,916,1,"$5,068,736.60"
5457,8,0,0,12,6,1992,1,1,4286,215,1,"$547,357.20"
73337,3,0,1,5,3,2005,0,0,9487,949,0,"$7,337,758.50"
95339,4,0,0,15,4,2003,1,0,4878,142,1,"$9,535,650.30"
63237,5,1,0,49,9,2009,1,1,6344,197,0,"$6,330,589.90"
30831,5,0,0,13,10,1998,1,1,173,966,1,"$3,084,723.80"
57897,2,1,0,96,3,1993,0,0,3678,910,0,"$5,801,637.30"
87418,3,0,0,7,1,1995,1,1,8759,203,1,"$8,743,030.50"
20640,4,0,0,91,9,2015,0,0,5011,736,1,"$2,073,310.50"
35634,10,0,1,50,4,1998,1,1,8120,462,0,"$3,568,972.80"
87156,3,1,0,44,2,2019,0,1,5224,798,0,"$8,722,474.90"
80556,2,0,1,54,6,1991,0,0,9757,650,1,"$8,062,244.10"
70942,3,1,1,28,9,2019,0,1,7964,265,0,"$7,102,693.90"
38688,8,1,0,80,7,2012,1,1,5616,155,0,"$3,877,141.20"
83937,10,0,0,85,8,2012,0,0,7175,933,0,"$8,396,191.20"
92655,5,0,0,77,4,1996,0,0,4932,765,1,"$9,267,281.60"
35110,4,1,1,84,8,1995,1,1,9928,439,0,"$3,526,172.50"
61208,7,1,0,39,6,2021,0,1,4494,112,1,"$6,126,371.10"
47781,8,0,0,37,8,1993,1,1,6426,993,1,"$4,779,776.30"
23737,4,1,1,11,6,2003,0,0,4514,997,0,"$2,380,599.30"
83460,1,0,0,69,5,2017,0,1,3231,841,1,"$8,347,291.70"
55736,5,1,1,47,5,2017,1,1,5234,672,0,"$5,582,770.70"
15429,1,1,1,46,5,1991,0,0,1436,164,0,"$1,550,188.10"
74290,9,1,0,8,6,2006,0,0,6893,624,0,"$7,433,059.60"
85256,1,0,0,45,1,2019,0,0,2638,403,1,"$8,530,096.90"
9380,3,1,0,97,4,2013,0,0,691,754,0,"$945,451.30"
13414,1,1,1,16,6,2014,1,1,6223,477,0,"$1,350,225.40"
91716,6,1,1,97,5,2006,1,0,9715,352,1,"$9,184,104.60"
95828,7,1,0,62,10,1994,1,1,1745,269,1,"$9,589,468.40"
98478,3,0,1,19,7,2007,1,0,3514,867,0,"$9,852,730.70"
70874,7,1,1,51,7,2011,0,0,6049,428,0,"$7,097,321.10"
78217,3,0,0,73,1,2003,0,0,7391,907,0,"$7,828,401.30"
81101,10,0,1,87,4,2017,0,1,5698,233,1,"$8,118,370.70"
46883,10,0,0,53,2,2009,1,1,9286,845,1,"$4,691,844.90"
69319,5,0,0,89,1,2019,0,0,1787,731,0,"$6,936,067.90"
95288,2,1,1,80,1,2010,1,1,3179,520,1,"$9,543,817.00"
50589,6,0,0,52,3,2008,1,1,3824,185,0,"$5,061,508.80"
65155,5,1,0,46,4,1994,0,1,4546,654,0,"$6,521,547.40"
6049,10,0,0,37,7,2000,0,1,3872,944,0,"$608,869.00"
25386,10,1,0,35,10,2001,0,0,5449,343,1,"$2,543,209.10"
1270,5,0,0,66,8,1991,1,1,6093,618,0,"$131,117.10"
88561,5,1,0,49,4,1994,1,0,4582,726,1,"$8,860,454.40"
71676,10,1,1,49,7,2009,1,0,1318,283,1,"$7,178,514.90"
82016,10,0,0,93,4,2014,0,1,839,680,0,"$8,211,272.40"
21698,2,1,1,59,1,2001,0,1,518,331,0,"$2,179,801.10"
476,4,0,1,52,4,2019,1,1,6630,880,1,"$57,103.90"
16114,3,1,1,25,2,2020,1,1,3474,460,1,"$1,620,468.00"
55707,8,0,0,33,7,2014,0,1,9279,417,1,"$5,573,001.40"
53633,4,1,0,43,3,2010,1,0,6352,774,0,"$5,370,339.00"
29578,7,0,0,5,4,2003,1,1,9253,489,0,"$2,959,100.30"
51757,8,0,1,23,6,2009,0,1,9496,943,1,"$5,178,222.90"
80386,7,1,1,4,10,1994,1,1,9196,521,0,"$8,045,146.40"
60136,5,0,1,54,3,1995,0,0,8341,152,1,"$6,020,434.50"
15850,3,0,1,96,3,2010,0,0,5326,501,0,"$1,596,900.00"
29362,9,0,1,44,1,2000,1,1,1979,424,1,"$2,940,727.00"
60366,7,0,1,26,9,2005,0,1,8647,687,0,"$6,042,370.50"
9167,5,1,0,69,3,1994,1,1,6444,219,1,"$923,577.40"
18586,4,0,1,16,5,1997,1,0,7588,324,1,"$1,862,622.70"
69443,1,0,1,30,7,1993,0,0,7624,294,1,"$6,947,198.30"
21015,6,1,0,97,6,1993,0,0,2865,527,0,"$2,107,213.30"
79337,5,0,0,70,9,2016,1,0,9559,918,1,"$7,940,161.60"
84947,6,0,0,68,7,2014,1,1,1588,675,1,"$8,498,951.40"
99665,10,1,1,52,9,1990,1,1,136,392,1,"$9,976,093.00"
25493,3,0,0,97,4,2017,1,1,6999,187,1,"$2,555,724.70"
50580,3,1,1,76,4,2008,1,0,1593,678,1,"$5,072,667.80"
71040,2,0,1,49,3,2015,0,1,6467,644,0,"$7,110,801.50"
63320,9,1,1,3,2,1993,1,1,4182,126,0,"$6,338,701.30"
50465,3,0,1,62,6,1994,0,1,3513,401,1,"$5,051,447.40"
65919,3,1,0,82,4,2013,0,1,8500,707,1,"$6,596,228.30"
76489,1,0,1,27,7,1992,1,0,2458,601,1,"$7,655,928.20"
50093,6,0,1,5,1,2009,1,1,6873,536,0,"$5,013,597.90"
50118,2,1,0,76,1,1998,0,1,7483,687,0,"$5,016,630.80"
25309,3,1,0,53,6,2012,1,0,923,358,0,"$2,535,294.20"
98191,10,1,0,77,5,2020,1,1,6782,660,0,"$9,828,436.00"
1607,7,1,0,46,6,2004,0,0,8175,923,1,"$167,249.40"
4410,7,1,0,37,5,2004,0,0,9410,326,1,"$444,238.40"
2374,6,1,1,85,3,2018,1,1,6959,804,1,"$249,562.80"
94990,8,0,1,47,2,2018,0,0,2531,725,0,"$9,504,433.80"
18281,9,1,0,76,3,2016,0,1,9815,343,0,"$1,840,231.60"
64879,1,0,1,12,4,2021,0,1,5685,914,1,"$6,491,104.10"
54812,8,0,0,27,7,1990,0,0,8509,823,0,"$5,482,093.00"
605,4,1,1,66,2,2005,0,0,2938,656,0,"$71,250.50"
27253,10,1,0,81,5,2010,0,0,9476,464,1,"$2,736,783.00"
17357,6,0,0,20,5,1998,1,0,5688,221,0,"$1,738,079.80"
54097,9,0,0,98,9,2016,0,1,6986,181,0,"$5,416,865.60"
95281,8,1,0,8,10,1990,1,1,5252,537,0,"$9,533,000.00"
69440,6,0,1,76,9,2004,0,0,3678,520,0,"$6,950,509.40"
44395,3,1,0,1,5,2012,1,0,8789,685,1,"$4,443,692.20"
48270,1,1,1,85,10,2010,0,0,6828,935,0,"$4,838,349.00"
30572,3,0,0,56,9,2008,0,0,171,401,1,"$3,058,110.80"
63719,9,0,1,25,1,1992,0,0,2342,794,1,"$6,375,632.20"
45827,7,1,1,60,7,2006,0,0,2199,240,1,"$4,590,725.60"
70488,2,1,0,35,7,2020,0,1,7391,345,0,"$7,054,483.00"
79822,5,1,0,30,5,2003,0,1,5413,706,1,"$7,987,847.30"
27171,8,1,0,93,7,1997,0,0,1981,681,1,"$2,724,534.70"
58330,4,1,1,2,7,1992,0,0,473,186,1,"$5,837,640.20"
87826,10,1,0,45,8,1997,1,0,5553,711,1,"$8,790,247.70"
49389,2,0,0,10,1,1993,1,1,8664,646,1,"$4,940,959.30"
56931,4,1,0,91,7,1994,0,0,3285,905,1,"$5,704,458.40"
66503,5,1,1,13,2,1990,1,1,6051,137,0,"$6,655,758.00"
88112,7,0,0,68,3,2021,1,1,9760,882,0,"$8,813,820.10"
43587,1,0,0,26,9,2005,1,0,8824,591,1,"$4,360,172.50"
86152,1,0,0,48,3,1992,0,0,8176,500,0,"$8,619,787.20"
81573,2,1,0,57,1,1992,1,0,808,749,0,"$8,163,076.20"
72599,10,0,1,23,3,2007,0,0,4841,315,1,"$7,262,443.70"
43876,5,0,0,43,7,1993,0,0,1242,496,1,"$4,388,329.30"
10040,5,1,1,98,3,1994,0,1,6306,396,0,"$1,010,790.40"
40177,8,0,0,12,6,1991,1,0,5711,172,1,"$4,019,219.10"
21703,3,1,1,90,4,2019,0,1,843,802,0,"$2,183,649.90"
57236,10,0,1,96,4,2020,1,0,7873,146,1,"$5,730,262.00"
17863,7,1,1,33,8,2009,0,0,7268,774,1,"$1,795,013.90"
85272,6,1,0,34,9,2005,0,1,7286,359,1,"$8,531,221.50"
91931,9,1,0,42,8,2016,0,1,3013,139,0,"$9,197,803.60"
29411,9,1,0,53,9,2017,0,1,1681,181,1,"$2,948,395.70"
37163,7,0,0,22,5,2014,1,1,9497,136,0,"$3,718,311.40"
26440,3,0,1,58,7,2016,0,0,5613,132,0,"$2,651,410.60"
9868,8,0,0,53,1,2003,1,1,4813,549,0,"$992,632.30"
55250,5,1,1,3,3,1995,0,1,9389,568,0,"$5,534,691.50"
1121,5,1,1,80,1,1990,0,0,2530,389,1,"$126,775.00"
26528,5,1,0,49,5,2012,1,0,190,788,1,"$2,660,108.20"
18362,5,1,0,33,4,2019,1,0,5521,241,1,"$1,842,236.90"
40581,8,1,1,82,7,2008,1,0,5782,428,0,"$4,068,225.80"
89084,3,1,0,9,5,2010,1,0,4675,570,1,"$8,911,966.00"
90643,1,1,0,55,7,2012,0,0,4659,780,0,"$9,074,993.20"
70868,2,1,1,39,8,2005,1,1,821,348,0,"$7,096,273.50"
17252,1,0,0,23,9,2000,0,1,3183,357,0,"$1,726,850.00"
45647,3,1,1,100,4,2019,1,1,3554,713,0,"$4,580,938.90"
64654,10,1,0,33,5,1992,1,0,4245,563,0,"$6,471,114.20"
87668,4,0,0,56,7,2017,1,0,9625,590,1,"$8,769,343.70"
97688,2,0,1,25,9,1990,0,0,8847,158,1,"$9,775,672.00"
5468,3,1,0,78,7,2002,1,0,375,976,1,"$553,320.20"
63509,5,0,0,53,1,2006,1,1,6679,591,0,"$6,356,517.60"
98262,3,0,0,14,9,2001,0,0,1889,660,1,"$9,827,936.10"
67735,9,0,1,24,5,2020,0,1,3289,113,0,"$6,777,979.00"
19728,4,1,0,85,8,2018,0,1,4778,289,1,"$1,977,828.80"
39191,10,0,0,21,9,2011,1,0,142,633,1,"$3,921,295.10"
34585,10,0,1,99,2,2018,0,0,9137,675,1,"$3,471,454.80"
56666,1,0,0,63,9,2000,1,1,6911,543,1,"$5,671,002.00"
4920,9,1,1,67,9,1993,1,1,681,598,0,"$498,937.30"
23043,7,0,0,55,10,2007,0,1,9610,971,0,"$2,309,235.70"
86042,8,1,1,7,3,2010,1,0,438,466,0,"$8,610,684.00"
84978,1,1,1,65,10,1990,0,0,9649,212,0,"$8,508,647.00"
66940,10,0,1,16,7,2016,1,0,691,118,1,"$6,700,142.60"
69592,3,1,0,10,8,2000,1,1,6283,811,0,"$6,964,235.00"
46558,8,0,1,28,5,2009,0,1,3828,102,0,"$4,663,394.90"
30925,1,1,1,83,4,2016,1,1,747,218,0,"$3,104,280.60"
39975,10,0,0,72,8,2016,1,0,2361,452,0,"$4,005,185.60"
8808,9,1,1,15,9,2014,0,0,7170,397,1,"$887,645.40"
7131,8,1,1,20,10,2005,1,0,231,120,1,"$719,772.50"
49063,7,0,0,81,5,1991,1,0,9416,972,0,"$4,909,260.10"
79093,2,1,1,63,9,2014,1,0,2848,533,0,"$7,915,505.40"
95157,10,0,1,86,2,2002,1,1,8416,798,1,"$9,527,400.20"
43412,1,1,1,68,5,2010,1,1,911,936,1,"$4,352,882.00"
23127,7,1,1,98,4,1995,0,1,7989,237,0,"$2,327,821.50"
63397,7,1,1,17,8,2003,1,1,9719,360,0,"$6,344,621.30"
6078,6,0,1,22,6,2004,1,0,2248,161,1,"$614,702.40"
70367,3,1,0,19,1,2015,0,1,8131,635,1,"$7,043,100.50"
31471,4,0,0,34,3,2020,0,1,6093,687,1,"$3,149,214.00"
84503,8,1,1,10,6,2004,1,1,1017,332,0,"$8,455,991.40"
25661,3,0,0,10,6,2004,0,1,1752,240,1,"$2,567,320.40"
65823,1,0,1,40,3,1999,1,0,5338,655,1,"$6,587,187.90"
40351,8,0,0,21,7,2006,0,1,2129,732,1,"$4,037,323.60"
65816,5,0,1,56,6,1999,1,1,510,523,1,"$6,590,874.90"
9897,5,1,0,55,7,1997,0,1,4632,373,1,"$997,040.70"
74556,1,1,0,30,5,2021,0,0,8074,729,1,"$7,461,430.10"
77324,2,0,1,96,1,2000,1,1,2278,726,1,"$7,746,689.00"
19054,5,1,1,64,10,2017,1,0,9531,968,0,"$1,915,949.70"
19467,7,0,0,69,10,1995,0,0,7723,425,1,"$1,953,949.50"
23917,4,0,0,92,2,1992,1,0,7268,272,1,"$2,396,597.20"
27581,4,0,0,54,2,2008,0,0,131,271,0,"$2,763,880.80"
7021,3,1,0,18,9,1998,1,1,8494,431,1,"$707,889.80"
86898,10,1,1,54,5,2007,0,1,2837,633,0,"$8,700,597.70"
35752,3,1,1,88,9,2004,0,0,4770,593,0,"$3,584,645.40"
80254,10,0,0,84,1,2004,1,0,4601,312,1,"$8,032,718.40"
43729,3,1,1,78,4,1990,0,0,6886,213,0,"$4,386,441.00"
14296,5,1,1,21,2,1991,0,0,1023,690,1,"$1,438,655.10"
60263,3,0,0,29,5,2002,1,0,4041,955,0,"$6,027,298.20"
56348,4,1,1,64,6,1993,0,0,7815,100,0,"$5,645,570.30"
20462,7,0,1,27,3,1999,1,0,7946,725,0,"$2,051,424.90"
35966,9,0,1,35,8,2009,1,0,9879,276,0,"$3,600,448.90"
23790,2,1,1,70,9,1997,0,1,113,725,0,"$2,387,891.70"
62563,6,1,1,66,6,1994,1,0,6669,351,1,"$6,268,203.40"
74693,10,1,0,57,3,1997,1,0,5655,386,1,"$7,476,380.70"
69815,9,1,0,96,3,2001,1,1,4764,382,1,"$6,994,868.10"
31372,4,0,1,71,6,2000,0,0,9133,952,0,"$3,141,888.00"
47377,7,1,1,12,4,2015,0,0,6751,158,1,"$4,742,430.50"
21748,1,0,1,29,6,1991,1,0,6703,812,0,"$2,180,962.10"
74938,8,0,0,31,10,2020,0,1,23,670,0,"$7,496,677.00"
84747,8,0,1,86,7,2014,1,0,7441,404,0,"$8,483,566.40"
52843,8,1,1,50,7,2004,0,1,5877,358,1,"$5,291,087.40"
94638,5,0,0,32,10,2014,1,0,8047,870,1,"$9,465,407.40"
57035,4,0,1,24,2,1998,1,1,21,657,1,"$5,710,846.80"
10031,8,1,0,2,10,2004,1,0,3770,576,0,"$1,007,605.40"
87362,3,0,1,25,3,1995,0,0,3967,268,0,"$8,743,936.50"
50571,9,1,1,24,10,1998,0,0,4018,631,1,"$5,063,431.80"
69918,9,1,0,11,5,2005,0,1,2569,758,1,"$6,995,676.50"
42217,10,1,1,83,7,2009,1,1,752,710,0,"$4,228,208.90"
76907,6,0,1,87,10,1997,0,1,8945,142,1,"$7,694,726.70"
15500,7,0,1,98,7,2020,1,0,9577,255,0,"$1,554,517.00"
53304,7,1,0,79,3,2012,1,1,3069,541,0,"$5,337,897.20"
1973,2,1,0,21,9,2000,1,1,2316,932,0,"$201,809.00"
91112,9,1,1,9,2,1991,0,1,7857,948,0,"$9,121,414.10"
